,Unnamed: 0,AGEE,nombreEstado,AGEM,nombreMunicipio,CLG,nombreLocalidad,AGEB,manzana,CP,poblacionTotal,numeroKinder,numeroPrimaria,numeroSecundaria,numeroEduBasica,escolaridad,economicamenteActiva,solteros,casados,divorciados,totalHogares,poblacionHogares,totalViviendas,poblacionViviendas,promedioOcupacionVivienda,viviendasPisoNotierra,dosDorm,tresCuartos,serviciosDisponibles,internetPosesion,computadoraPosesion,automovilPosesion,celularPosesion,AGEB.1,AGEE.1,clase
471,692,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,1,,94,0.0,5.0,6.0,13.0,8.62,41.0,41.0,30.0,14.0,31.0,94.0,33,0.0,3.03,31.0,21.0,27.0,31.0,10.0,10.0,11.0,21.0,0568,1,2
472,693,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,2,,245,5.0,25.0,11.0,45.0,10.23,114.0,85.0,100.0,25.0,78.0,245.0,87,0.0,3.14,77.0,54.0,74.0,76.0,21.0,31.0,39.0,56.0,0568,1,4
473,694,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,3,,164,7.0,12.0,9.0,32.0,9.63,82.0,56.0,67.0,16.0,51.0,164.0,57,0.0,3.22,50.0,40.0,48.0,51.0,15.0,22.0,30.0,41.0,0568,1,1
474,695,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,4,,132,4.0,10.0,6.0,24.0,10.17,53.0,49.0,50.0,15.0,40.0,132.0,60,0.0,3.3,39.0,31.0,37.0,40.0,15.0,21.0,18.0,31.0,0568,1,2
475,696,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,5,,164,5.0,18.0,7.0,34.0,9.05,79.0,50.0,74.0,13.0,46.0,164.0,51,0.0,3.57,46.0,32.0,45.0,45.0,8.0,15.0,24.0,34.0,0568,1,1
476,697,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,6,,165,9.0,7.0,5.0,26.0,9.25,71.0,59.0,58.0,22.0,48.0,165.0,56,0.0,3.44,46.0,39.0,46.0,48.0,14.0,20.0,28.0,34.0,0568,1,1
477,698,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,7,,188,16.0,19.0,12.0,53.0,8.9,70.0,47.0,83.0,16.0,47.0,188.0,53,0.0,4.0,47.0,36.0,45.0,46.0,11.0,22.0,23.0,37.0,0568,1,1
478,699,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,8,,100,4.0,10.0,8.0,17.0,9.81,41.0,30.0,43.0,12.0,27.0,100.0,35,0.0,3.7,26.0,21.0,26.0,27.0,11.0,13.0,12.0,18.0,0568,1,2
479,700,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,9,,89,6.0,12.0,5.0,29.0,9.86,39.0,30.0,23.0,12.0,31.0,89.0,39,0.0,2.87,28.0,16.0,21.0,31.0,7.0,9.0,10.0,26.0,0568,1,0
480,702,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,11,,270,11.0,32.0,15.0,68.0,11.11,115.0,84.0,101.0,31.0,77.0,270.0,84,0.0,3.51,75.0,64.0,73.0,76.0,27.0,34.0,50.0,60.0,0568,1,4
481,703,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0568,12,,49,4.0,3.0,3.0,12.0,12.43,22.0,19.0,17.0,4.0,16.0,49.0,16,0.0,3.06,16.0,12.0,16.0,16.0,6.0,10.0,12.0,13.0,0568,1,0
482,704,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,1,,118,5.0,15.0,9.0,31.0,10.61,51.0,43.0,43.0,10.0,32.0,118.0,42,0.0,3.69,32.0,26.0,31.0,32.0,12.0,17.0,17.0,25.0,0572,1,2
483,705,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,2,,123,4.0,9.0,9.0,28.0,11.07,57.0,47.0,43.0,14.0,36.0,123.0,46,0.0,3.42,36.0,28.0,35.0,36.0,14.0,19.0,19.0,30.0,0572,1,2
484,707,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,4,,212,6.0,15.0,7.0,35.0,10.75,101.0,63.0,74.0,43.0,84.0,209.0,108,0.0,2.49,84.0,51.0,71.0,84.0,26.0,35.0,50.0,61.0,0572,1,4
485,708,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,5,,328,12.0,25.0,8.0,56.0,9.14,148.0,125.0,110.0,43.0,91.0,297.0,142,0.0,3.26,89.0,69.0,84.0,90.0,32.0,43.0,46.0,66.0,0572,1,4
486,709,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,6,,138,9.0,14.0,8.0,30.0,9.03,70.0,35.0,59.0,15.0,44.0,138.0,54,0.0,3.14,44.0,33.0,40.0,44.0,13.0,16.0,27.0,35.0,0572,1,1
487,710,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,7,,102,3.0,11.0,5.0,22.0,10.06,47.0,42.0,31.0,12.0,31.0,102.0,39,0.0,3.29,31.0,24.0,28.0,31.0,13.0,14.0,18.0,24.0,0572,1,2
488,711,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,8,,268,11.0,26.0,9.0,66.0,11.739999999999998,128.0,91.0,91.0,29.0,87.0,268.0,117,0.0,3.08,85.0,60.0,85.0,87.0,31.0,51.0,58.0,74.0,0572,1,4
489,713,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,10,,85,3.0,9.0,5.0,25.0,10.29,28.0,30.0,31.0,4.0,19.0,85.0,42,0.0,4.4700000000000015,19.0,15.0,16.0,19.0,8.0,9.0,9.0,18.0,0572,1,0
490,714,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,11,,219,9.0,18.0,5.0,38.0,11.44,108.0,83.0,63.0,40.0,71.0,219.0,110,0.0,3.08,71.0,47.0,65.0,70.0,33.0,37.0,39.0,45.0,0572,1,4
491,715,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,12,,245,9.0,15.0,16.0,45.0,10.91,119.0,105.0,82.0,29.0,79.0,245.0,104,0.0,3.1,78.0,55.0,74.0,79.0,26.0,34.0,42.0,54.0,0572,1,4
492,716,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,13,,146,6.0,12.0,9.0,25.0,9.75,78.0,67.0,46.0,17.0,38.0,135.0,44,0.0,3.55,38.0,31.0,36.0,38.0,16.0,16.0,17.0,22.0,0572,1,2
493,717,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,14,,113,4.0,8.0,9.0,28.0,10.75,50.0,42.0,43.0,9.0,28.0,113.0,38,0.0,4.04,28.0,22.0,26.0,28.0,8.0,11.0,13.0,21.0,0572,1,0
494,718,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,15,,72,4.0,5.0,8.0,13.0,9.64,39.0,29.0,23.0,9.0,22.0,72.0,26,0.0,3.27,22.0,18.0,21.0,22.0,5.0,8.0,10.0,20.0,0572,1,0
495,719,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,16,,65,4.0,8.0,3.0,17.0,10.23,31.0,22.0,24.0,5.0,16.0,65.0,23,0.0,4.06,16.0,13.0,14.0,16.0,6.0,7.0,8.0,15.0,0572,1,3
496,720,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,17,,96,6.0,5.0,5.0,12.0,9.98,56.0,50.0,30.0,9.0,25.0,96.0,30,0.0,3.84,25.0,24.0,25.0,24.0,11.0,16.0,12.0,23.0,0572,1,0
497,725,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0572,22,,66,0.0,11.0,8.0,14.0,10.13,33.0,24.0,22.0,8.0,19.0,66.0,19,0.0,3.47,18.0,13.0,18.0,18.0,6.0,6.0,9.0,14.0,0572,1,0
498,726,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0587,1,,235,18.0,27.0,15.0,70.0,7.17,99.0,58.0,103.0,19.0,52.0,235.0,61,0.0,4.52,52.0,39.0,46.0,52.0,6.0,12.0,29.0,35.0,0587,1,1
499,727,1,Aguascalientes,1,Aguascalientes,1,Aguascalientes,0587,2,,244,11.0,28.0,10.0,61.0,7.04,103.0,57.0,114.0,18.0,60.0,241.0,65,0.0,4.02,60.0,41.0,55.0,59.0,7.0,13.0,35.0,33.0,0587,1,1
